dataset,subset,view,split_policy,model,label_permuted,permutation_trial,seed,train_size,validation_size,train_class_counts,validation_class_counts,accuracy,balanced_accuracy,macro_f1,confusion_matrix,predicted_class_counts,class_0_precision,class_0_recall,class_0_f1,class_0_support,class_1_precision,class_1_recall,class_1_f1,class_1_support,roc_auc,pr_auc_y1,pr_auc_y0
bfcl,non_irrelevance,X+S,minxing_row_random,class_weighted_logistic_regression_standardized,True,3,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.53,0.5168539325842696,0.4293346284604177,"[[11, 11], [83, 95]]","{""0"": 94, ""1"": 106}",0.11702127659574468,0.5,0.1896551724137931,22,0.8962264150943396,0.5337078651685393,0.6690140845070423,178,0.4946373850868233,0.870741641006304,0.1730211158470064
bfcl,non_irrelevance,X+S,minxing_row_random,random_forest,True,3,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.89,0.5,0.4708994708994709,"[[0, 22], [0, 178]]","{""1"": 200}",0.0,0.0,0.0,22,0.89,1.0,0.9417989417989417,178,0.44560776302349336,0.879210861232774,0.1410193476289669
bfcl,non_irrelevance,X+S,minxing_row_random,hist_gradient_boosting,True,3,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.87,0.4887640449438202,0.46524064171123,"[[0, 22], [4, 174]]","{""0"": 4, ""1"": 196}",0.0,0.0,0.0,22,0.8877551020408163,0.9775280898876404,0.93048128342246,178,0.5071501532175688,0.8917852720926136,0.11177133957507296
bfcl,non_irrelevance,X+S,minxing_row_random,small_mlp_standardized,True,3,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.815,0.45786516853932585,0.4490358126721763,"[[0, 22], [15, 163]]","{""0"": 15, ""1"": 185}",0.0,0.0,0.0,22,0.8810810810810811,0.9157303370786517,0.8980716253443526,178,0.3521450459652707,0.8412200287033509,0.08474247860760833
bfcl,non_irrelevance,X+S,minxing_row_random,majority_class,True,4,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.89,0.5,0.4708994708994709,"[[0, 22], [0, 178]]","{""1"": 200}",0.0,0.0,0.0,22,0.89,1.0,0.9417989417989417,178,0.5,0.89,0.11
bfcl,non_irrelevance,X+S,minxing_row_random,stratified_random,True,4,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.76,0.48672114402451483,0.4861913937058445,"[[3, 19], [29, 149]]","{""0"": 32, ""1"": 168}",0.09375,0.13636363636363635,0.1111111111111111,22,0.8869047619047619,0.8370786516853933,0.861271676300578,178,0.48672114402451483,0.8874090422685927,0.10778409090909091
bfcl,non_irrelevance,X+S,minxing_row_random,logistic_regression_standardized,True,4,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.89,0.5,0.4708994708994709,"[[0, 22], [0, 178]]","{""1"": 200}",0.0,0.0,0.0,22,0.89,1.0,0.9417989417989417,178,0.4936159346271706,0.895210263022644,0.12040902410705498
bfcl,non_irrelevance,X+S,minxing_row_random,class_weighted_logistic_regression_standardized,True,4,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.55,0.5081716036772217,0.4357366771159875,"[[10, 12], [78, 100]]","{""0"": 88, ""1"": 112}",0.11363636363636363,0.45454545454545453,0.18181818181818182,22,0.8928571428571429,0.5617977528089888,0.6896551724137931,178,0.4974463738508683,0.8961634726784542,0.130196655297051
bfcl,non_irrelevance,X+S,minxing_row_random,random_forest,True,4,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.89,0.5,0.4708994708994709,"[[0, 22], [0, 178]]","{""1"": 200}",0.0,0.0,0.0,22,0.89,1.0,0.9417989417989417,178,0.6159346271705822,0.9344901475798459,0.1617326750692429
bfcl,non_irrelevance,X+S,minxing_row_random,hist_gradient_boosting,True,4,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.88,0.5143003064351379,0.5063759769642122,"[[1, 21], [3, 175]]","{""0"": 4, ""1"": 196}",0.25,0.045454545454545456,0.07692307692307693,22,0.8928571428571429,0.9831460674157303,0.9358288770053476,178,0.5919305413687436,0.9129880690039807,0.18069440274470597
bfcl,non_irrelevance,X+S,minxing_row_random,small_mlp_standardized,True,4,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.88,0.5143003064351379,0.5063759769642122,"[[1, 21], [3, 175]]","{""0"": 4, ""1"": 196}",0.25,0.045454545454545456,0.07692307692307693,22,0.8928571428571429,0.9831460674157303,0.9358288770053476,178,0.5640960163432073,0.9112330795836177,0.16810310465978456
bfcl,non_irrelevance,X+S,minxing_row_random,majority_class,True,5,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.89,0.5,0.4708994708994709,"[[0, 22], [0, 178]]","{""1"": 200}",0.0,0.0,0.0,22,0.89,1.0,0.9417989417989417,178,0.5,0.89,0.11
bfcl,non_irrelevance,X+S,minxing_row_random,stratified_random,True,5,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.76,0.48672114402451483,0.4861913937058445,"[[3, 19], [29, 149]]","{""0"": 32, ""1"": 168}",0.09375,0.13636363636363635,0.1111111111111111,22,0.8869047619047619,0.8370786516853933,0.861271676300578,178,0.48672114402451483,0.8874090422685927,0.10778409090909091
bfcl,non_irrelevance,X+S,minxing_row_random,logistic_regression_standardized,True,5,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.89,0.5,0.4708994708994709,"[[0, 22], [0, 178]]","{""1"": 200}",0.0,0.0,0.0,22,0.89,1.0,0.9417989417989417,178,0.4004085801838611,0.8715125044321747,0.11679628250337121
bfcl,non_irrelevance,X+S,minxing_row_random,class_weighted_logistic_regression_standardized,True,5,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.55,0.40858018386108275,0.39999999999999997,"[[5, 17], [73, 105]]","{""0"": 78, ""1"": 122}",0.0641025641025641,0.22727272727272727,0.1,22,0.860655737704918,0.5898876404494382,0.7,178,0.3861082737487232,0.8652467780690862,0.09368400840113258
bfcl,non_irrelevance,X+S,minxing_row_random,random_forest,True,5,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.89,0.5,0.4708994708994709,"[[0, 22], [0, 178]]","{""1"": 200}",0.0,0.0,0.0,22,0.89,1.0,0.9417989417989417,178,0.5074055158324821,0.8926749488840242,0.11843026840627732
bfcl,non_irrelevance,X+S,minxing_row_random,hist_gradient_boosting,True,5,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.865,0.5058733401430031,0.4980946184589646,"[[1, 21], [6, 172]]","{""0"": 7, ""1"": 193}",0.14285714285714285,0.045454545454545456,0.06896551724137931,22,0.8911917098445595,0.9662921348314607,0.9272237196765498,178,0.4834014300306435,0.8900435147355571,0.11783095185011852
bfcl,non_irrelevance,X+S,minxing_row_random,small_mlp_standardized,True,5,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.855,0.5002553626149132,0.49296267156219953,"[[1, 21], [8, 170]]","{""0"": 9, ""1"": 191}",0.1111111111111111,0.045454545454545456,0.06451612903225806,22,0.8900523560209425,0.9550561797752809,0.9214092140921409,178,0.43641470888661904,0.8769480092674112,0.11389492772982096
bfcl,non_irrelevance,X+S,minxing_row_random,majority_class,True,6,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.89,0.5,0.4708994708994709,"[[0, 22], [0, 178]]","{""1"": 200}",0.0,0.0,0.0,22,0.89,1.0,0.9417989417989417,178,0.5,0.89,0.11
bfcl,non_irrelevance,X+S,minxing_row_random,stratified_random,True,6,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.76,0.48672114402451483,0.4861913937058445,"[[3, 19], [29, 149]]","{""0"": 32, ""1"": 168}",0.09375,0.13636363636363635,0.1111111111111111,22,0.8869047619047619,0.8370786516853933,0.861271676300578,178,0.48672114402451483,0.8874090422685927,0.10778409090909091
bfcl,non_irrelevance,X+S,minxing_row_random,logistic_regression_standardized,True,6,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.885,0.49719101123595505,0.46949602122015915,"[[0, 22], [1, 177]]","{""0"": 1, ""1"": 199}",0.0,0.0,0.0,22,0.8894472361809045,0.9943820224719101,0.9389920424403183,178,0.5199182839632277,0.8940929198430814,0.14866614294988328
bfcl,non_irrelevance,X+S,minxing_row_random,class_weighted_logistic_regression_standardized,True,6,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.62,0.5674157303370786,0.4864170833896473,"[[11, 11], [65, 113]]","{""0"": 76, ""1"": 124}",0.14473684210526316,0.5,0.22448979591836735,22,0.9112903225806451,0.6348314606741573,0.7483443708609272,178,0.5324310520939735,0.9004311600940337,0.15291635801232534
bfcl,non_irrelevance,X+S,minxing_row_random,random_forest,True,6,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.885,0.49719101123595505,0.46949602122015915,"[[0, 22], [1, 177]]","{""0"": 1, ""1"": 199}",0.0,0.0,0.0,22,0.8894472361809045,0.9943820224719101,0.9389920424403183,178,0.6376404494382022,0.9395831978156706,0.16370391243106241
bfcl,non_irrelevance,X+S,minxing_row_random,hist_gradient_boosting,True,6,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.87,0.508682328907048,0.500768049155146,"[[1, 21], [5, 173]]","{""0"": 6, ""1"": 194}",0.16666666666666666,0.045454545454545456,0.07142857142857142,22,0.8917525773195877,0.9719101123595506,0.9301075268817204,178,0.5462206332992849,0.9216401108384447,0.1261832593142196
bfcl,non_irrelevance,X+S,minxing_row_random,small_mlp_standardized,True,6,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.875,0.5712461695607763,0.587152175708034,"[[4, 18], [7, 171]]","{""0"": 11, ""1"": 189}",0.36363636363636365,0.18181818181818182,0.24242424242424243,22,0.9047619047619048,0.9606741573033708,0.9318801089918256,178,0.5648621041879468,0.9153158339110332,0.20318882496406537
bfcl,non_irrelevance,X+S,minxing_row_random,majority_class,True,7,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.89,0.5,0.4708994708994709,"[[0, 22], [0, 178]]","{""1"": 200}",0.0,0.0,0.0,22,0.89,1.0,0.9417989417989417,178,0.5,0.89,0.11
bfcl,non_irrelevance,X+S,minxing_row_random,stratified_random,True,7,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.76,0.48672114402451483,0.4861913937058445,"[[3, 19], [29, 149]]","{""0"": 32, ""1"": 168}",0.09375,0.13636363636363635,0.1111111111111111,22,0.8869047619047619,0.8370786516853933,0.861271676300578,178,0.48672114402451483,0.8874090422685927,0.10778409090909091
bfcl,non_irrelevance,X+S,minxing_row_random,logistic_regression_standardized,True,7,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.89,0.5,0.4708994708994709,"[[0, 22], [0, 178]]","{""1"": 200}",0.0,0.0,0.0,22,0.89,1.0,0.9417989417989417,178,0.4560776302349336,0.858989659119916,0.12664049001574343
bfcl,non_irrelevance,X+S,minxing_row_random,class_weighted_logistic_regression_standardized,True,7,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.525,0.4542900919305414,0.40771221048037654,"[[8, 14], [81, 97]]","{""0"": 89, ""1"": 111}",0.0898876404494382,0.36363636363636365,0.14414414414414414,22,0.8738738738738738,0.5449438202247191,0.671280276816609,178,0.42415730337078655,0.8506246657904801,0.11234619172152918
bfcl,non_irrelevance,X+S,minxing_row_random,random_forest,True,7,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.89,0.5,0.4708994708994709,"[[0, 22], [0, 178]]","{""1"": 200}",0.0,0.0,0.0,22,0.89,1.0,0.9417989417989417,178,0.4027068437180797,0.8689400331293133,0.09847233815692259
bfcl,non_irrelevance,X+S,minxing_row_random,hist_gradient_boosting,True,7,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.865,0.4859550561797753,0.46380697050938335,"[[0, 22], [5, 173]]","{""0"": 5, ""1"": 195}",0.0,0.0,0.0,22,0.8871794871794871,0.9719101123595506,0.9276139410187667,178,0.4752298263534218,0.8890114366582007,0.10750685144299925
bfcl,non_irrelevance,X+S,minxing_row_random,small_mlp_standardized,True,7,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.815,0.4777834525025536,0.47439448824490377,"[[1, 21], [16, 162]]","{""0"": 17, ""1"": 183}",0.058823529411764705,0.045454545454545456,0.05128205128205128,22,0.8852459016393442,0.9101123595505618,0.8975069252077562,178,0.3125638406537283,0.8244721734214536,0.08448294968646404
bfcl,non_irrelevance,X+S,minxing_row_random,majority_class,True,8,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.89,0.5,0.4708994708994709,"[[0, 22], [0, 178]]","{""1"": 200}",0.0,0.0,0.0,22,0.89,1.0,0.9417989417989417,178,0.5,0.89,0.11
bfcl,non_irrelevance,X+S,minxing_row_random,stratified_random,True,8,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.76,0.48672114402451483,0.4861913937058445,"[[3, 19], [29, 149]]","{""0"": 32, ""1"": 168}",0.09375,0.13636363636363635,0.1111111111111111,22,0.8869047619047619,0.8370786516853933,0.861271676300578,178,0.48672114402451483,0.8874090422685927,0.10778409090909091
bfcl,non_irrelevance,X+S,minxing_row_random,logistic_regression_standardized,True,8,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.89,0.5199182839632278,0.5124113475177305,"[[1, 21], [1, 177]]","{""0"": 2, ""1"": 198}",0.5,0.045454545454545456,0.08333333333333333,22,0.8939393939393939,0.9943820224719101,0.9414893617021277,178,0.49055158324821246,0.8749850250502186,0.17950676466183768
bfcl,non_irrelevance,X+S,minxing_row_random,class_weighted_logistic_regression_standardized,True,8,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.57,0.4795709908069459,0.4341360705355968,"[[8, 14], [72, 106]]","{""0"": 80, ""1"": 120}",0.1,0.36363636363636365,0.1568627450980392,22,0.8833333333333333,0.5955056179775281,0.7114093959731543,178,0.48748723186925436,0.8710193071723065,0.17650617430672227
bfcl,non_irrelevance,X+S,minxing_row_random,random_forest,True,8,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.885,0.49719101123595505,0.46949602122015915,"[[0, 22], [1, 177]]","{""0"": 1, ""1"": 199}",0.0,0.0,0.0,22,0.8894472361809045,0.9943820224719101,0.9389920424403183,178,0.5135342185903984,0.8905271079100674,0.1247313734775998
bfcl,non_irrelevance,X+S,minxing_row_random,hist_gradient_boosting,True,8,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.88,0.5143003064351379,0.5063759769642122,"[[1, 21], [3, 175]]","{""0"": 4, ""1"": 196}",0.25,0.045454545454545456,0.07692307692307693,22,0.8928571428571429,0.9831460674157303,0.9358288770053476,178,0.48876404494382025,0.8695805490768858,0.14752302524882982
bfcl,non_irrelevance,X+S,minxing_row_random,small_mlp_standardized,True,8,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.86,0.48314606741573035,0.46236559139784944,"[[0, 22], [6, 172]]","{""0"": 6, ""1"": 194}",0.0,0.0,0.0,22,0.8865979381443299,0.9662921348314607,0.9247311827956989,178,0.37282941777323797,0.8581210847653944,0.08681709079171382
bfcl,non_irrelevance,X+S,minxing_row_random,majority_class,True,9,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.89,0.5,0.4708994708994709,"[[0, 22], [0, 178]]","{""1"": 200}",0.0,0.0,0.0,22,0.89,1.0,0.9417989417989417,178,0.5,0.89,0.11
bfcl,non_irrelevance,X+S,minxing_row_random,stratified_random,True,9,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.76,0.48672114402451483,0.4861913937058445,"[[3, 19], [29, 149]]","{""0"": 32, ""1"": 168}",0.09375,0.13636363636363635,0.1111111111111111,22,0.8869047619047619,0.8370786516853933,0.861271676300578,178,0.48672114402451483,0.8874090422685927,0.10778409090909091
bfcl,non_irrelevance,X+S,minxing_row_random,logistic_regression_standardized,True,9,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.885,0.49719101123595505,0.46949602122015915,"[[0, 22], [1, 177]]","{""0"": 1, ""1"": 199}",0.0,0.0,0.0,22,0.8894472361809045,0.9943820224719101,0.9389920424403183,178,0.3644024514811032,0.8339742242547292,0.09216621112054482
bfcl,non_irrelevance,X+S,minxing_row_random,class_weighted_logistic_regression_standardized,True,9,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.45,0.4121552604698672,0.36276213648476424,"[[8, 14], [96, 82]]","{""0"": 104, ""1"": 96}",0.07692307692307693,0.36363636363636365,0.12698412698412698,22,0.8541666666666666,0.4606741573033708,0.5985401459854015,178,0.3733401430030643,0.835665083320182,0.10020038402931916
bfcl,non_irrelevance,X+S,minxing_row_random,random_forest,True,9,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.885,0.49719101123595505,0.46949602122015915,"[[0, 22], [1, 177]]","{""0"": 1, ""1"": 199}",0.0,0.0,0.0,22,0.8894472361809045,0.9943820224719101,0.9389920424403183,178,0.5048518896833504,0.9002995248880419,0.14220048679006497
bfcl,non_irrelevance,X+S,minxing_row_random,hist_gradient_boosting,True,9,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.88,0.4943820224719101,0.46808510638297873,"[[0, 22], [2, 176]]","{""0"": 2, ""1"": 198}",0.0,0.0,0.0,22,0.8888888888888888,0.9887640449438202,0.9361702127659575,178,0.4882533197139939,0.8811633853188648,0.11736675521222828
bfcl,non_irrelevance,X+S,minxing_row_random,small_mlp_standardized,True,9,1,800,200,"{""0"": 118, ""1"": 682}","{""0"": 22, ""1"": 178}",0.86,0.5030643513789581,0.4954954954954955,"[[1, 21], [7, 171]]","{""0"": 8, ""1"": 192}",0.125,0.045454545454545456,0.06666666666666667,22,0.890625,0.9606741573033708,0.9243243243243243,178,0.3215015321756895,0.8320329971261693,0.08744578255375267
bfcl,irrelevance_only,X-only,minxing_row_random,majority_class,False,,1,192,48,"{""0"": 33, ""1"": 159}","{""0"": 8, ""1"": 40}",0.8333333333333334,0.5,0.45454545454545453,"[[0, 8], [0, 40]]","{""1"": 48}",0.0,0.0,0.0,8,0.8333333333333334,1.0,0.9090909090909091,40,0.5,0.8333333333333334,0.16666666666666666
bfcl,irrelevance_only,X-only,minxing_row_random,stratified_random,False,,1,192,48,"{""0"": 33, ""1"": 159}","{""0"": 8, ""1"": 40}",0.6875,0.4625,0.4638868205510052,"[[1, 7], [8, 32]]","{""0"": 9, ""1"": 39}",0.1111111111111111,0.125,0.11764705882352941,8,0.8205128205128205,0.8,0.810126582278481,40,0.4625,0.823076923076923,0.1597222222222222
bfcl,irrelevance_only,X-only,minxing_row_random,logistic_regression_standardized,False,,1,192,48,"{""0"": 33, ""1"": 159}","{""0"": 8, ""1"": 40}",0.8541666666666666,0.5625,0.5708812260536398,"[[1, 7], [0, 40]]","{""0"": 1, ""1"": 47}",1.0,0.125,0.2222222222222222,8,0.851063829787234,1.0,0.9195402298850575,40,0.571875,0.8853387431927796,0.3111673414304993
bfcl,irrelevance_only,X-only,minxing_row_random,class_weighted_logistic_regression_standardized,False,,1,192,48,"{""0"": 33, ""1"": 159}","{""0"": 8, ""1"": 40}",0.5833333333333334,0.6,0.5151515151515151,"[[5, 3], [17, 23]]","{""0"": 22, ""1"": 26}",0.22727272727272727,0.625,0.3333333333333333,8,0.8846153846153846,0.575,0.696969696969697,40,0.5875,0.8950560916533887,0.30767401458190935
bfcl,irrelevance_only,X-only,minxing_row_random,random_forest,False,,1,192,48,"{""0"": 33, ""1"": 159}","{""0"": 8, ""1"": 40}",0.8333333333333334,0.55,0.5534883720930233,"[[1, 7], [1, 39]]","{""0"": 2, ""1"": 46}",0.5,0.125,0.2,8,0.8478260869565217,0.975,0.9069767441860465,40,0.8624999999999999,0.9729766478039162,0.5407280219780219
bfcl,irrelevance_only,X-only,minxing_row_random,hist_gradient_boosting,False,,1,192,48,"{""0"": 33, ""1"": 159}","{""0"": 8, ""1"": 40}",0.7916666666666666,0.525,0.5238095238095238,"[[1, 7], [3, 37]]","{""0"": 4, ""1"": 44}",0.25,0.125,0.16666666666666666,8,0.8409090909090909,0.925,0.8809523809523809,40,0.765625,0.9521429605141961,0.32418799337916987
bfcl,irrelevance_only,X-only,minxing_row_random,small_mlp_standardized,False,,1,192,48,"{""0"": 33, ""1"": 159}","{""0"": 8, ""1"": 40}",0.8125,0.5375,0.5379679144385027,"[[1, 7], [2, 38]]","{""0"": 3, ""1"": 45}",0.3333333333333333,0.125,0.18181818181818182,8,0.8444444444444444,0.95,0.8941176470588236,40,0.703125,0.9108274511334109,0.42035234487354867
bfcl,irrelevance_only,X-only,minxing_row_random,majority_class,True,0,1,192,48,"{""0"": 33, ""1"": 159}","{""0"": 8, ""1"": 40}",0.8333333333333334,0.5,0.45454545454545453,"[[0, 8], [0, 40]]","{""1"": 48}",0.0,0.0,0.0,8,0.8333333333333334,1.0,0.9090909090909091,40,0.5,0.8333333333333334,0.16666666666666666
bfcl,irrelevance_only,X-only,minxing_row_random,stratified_random,True,0,1,192,48,"{""0"": 33, ""1"": 159}","{""0"": 8, ""1"": 40}",0.6875,0.4625,0.4638868205510052,"[[1, 7], [8, 32]]","{""0"": 9, ""1"": 39}",0.1111111111111111,0.125,0.11764705882352941,8,0.8205128205128205,0.8,0.810126582278481,40,0.4625,0.823076923076923,0.1597222222222222
bfcl,irrelevance_only,X-only,minxing_row_random,logistic_regression_standardized,True,0,1,192,48,"{""0"": 33, ""1"": 159}","{""0"": 8, ""1"": 40}",0.8333333333333334,0.5,0.45454545454545453,"[[0, 8], [0, 40]]","{""1"": 48}",0.0,0.0,0.0,8,0.8333333333333334,1.0,0.9090909090909091,40,0.553125,0.8806047186472096,0.20430724246513718
bfcl,irrelevance_only,X-only,minxing_row_random,class_weighted_logistic_regression_standardized,True,0,1,192,48,"{""0"": 33, ""1"": 159}","{""0"": 8, ""1"": 40}",0.6458333333333334,0.5375,0.5139964264443121,"[[3, 5], [12, 28]]","{""0"": 15, ""1"": 33}",0.2,0.375,0.2608695652173913,8,0.8484848484848485,0.7,0.7671232876712328,40,0.59375,0.8918470337497029,0.2517485119047619
bfcl,irrelevance_only,X-only,minxing_row_random,random_forest,True,0,1,192,48,"{""0"": 33, ""1"": 159}","{""0"": 8, ""1"": 40}",0.8125,0.4875,0.4482758620689655,"[[0, 8], [1, 39]]","{""0"": 1, ""1"": 47}",0.0,0.0,0.0,8,0.8297872340425532,0.975,0.896551724137931,40,0.46562499999999996,0.853026115160935,0.16943313037063037
bfcl,irrelevance_only,X-only,minxing_row_random,hist_gradient_boosting,True,0,1,192,48,"{""0"": 33, ""1"": 159}","{""0"": 8, ""1"": 40}",0.7708333333333334,0.4625,0.43529411764705883,"[[0, 8], [3, 37]]","{""0"": 3, ""1"": 45}",0.0,0.0,0.0,8,0.8222222222222222,0.925,0.8705882352941177,40,0.38125000000000003,0.8164042849649813,0.1540759197735942
bfcl,irrelevance_only,X-only,minxing_row_random,small_mlp_standardized,True,0,1,192,48,"{""0"": 33, ""1"": 159}","{""0"": 8, ""1"": 40}",0.8125,0.4875,0.4482758620689655,"[[0, 8], [1, 39]]","{""0"": 1, ""1"": 47}",0.0,0.0,0.0,8,0.8297872340425532,0.975,0.896551724137931,40,0.42187500000000006,0.8204153603848365,0.15510891620792636
bfcl,irrelevance_only,X-only,minxing_row_random,majority_class,True,1,1,192,48,"{""0"": 33, ""1"": 159}","{""0"": 8, ""1"": 40}",0.8333333333333334,0.5,0.45454545454545453,"[[0, 8], [0, 40]]","{""1"": 48}",0.0,0.0,0.0,8,0.8333333333333334,1.0,0.9090909090909091,40,0.5,0.8333333333333334,0.16666666666666666
bfcl,irrelevance_only,X-only,minxing_row_random,stratified_random,True,1,1,192,48,"{""0"": 33, ""1"": 159}","{""0"": 8, ""1"": 40}",0.6875,0.4625,0.4638868205510052,"[[1, 7], [8, 32]]","{""0"": 9, ""1"": 39}",0.1111111111111111,0.125,0.11764705882352941,8,0.8205128205128205,0.8,0.810126582278481,40,0.4625,0.823076923076923,0.1597222222222222
bfcl,irrelevance_only,X-only,minxing_row_random,logistic_regression_standardized,True,1,1,192,48,"{""0"": 33, ""1"": 159}","{""0"": 8, ""1"": 40}",0.8333333333333334,0.5,0.45454545454545453,"[[0, 8], [0, 40]]","{""1"": 48}",0.0,0.0,0.0,8,0.8333333333333334,1.0,0.9090909090909091,40,0.44999999999999996,0.8171633890579109,0.20114941269284714
bfcl,irrelevance_only,X-only,minxing_row_random,class_weighted_logistic_regression_standardized,True,1,1,192,48,"{""0"": 33, ""1"": 159}","{""0"": 8, ""1"": 40}",0.6041666666666666,0.5125,0.48619718309859156,"[[3, 5], [14, 26]]","{""0"": 17, ""1"": 31}",0.17647058823529413,0.375,0.24,8,0.8387096774193549,0.65,0.7323943661971831,40,0.4625,0.8145806731418126,0.2080242376040361
bfcl,irrelevance_only,X-only,minxing_row_random,random_forest,True,1,1,192,48,"{""0"": 33, ""1"": 159}","{""0"": 8, ""1"": 40}",0.8125,0.4875,0.4482758620689655,"[[0, 8], [1, 39]]","{""0"": 1, ""1"": 47}",0.0,0.0,0.0,8,0.8297872340425532,0.975,0.896551724137931,40,0.271875,0.758515321038952,0.12526626098397198
bfcl,irrelevance_only,X-only,minxing_row_random,hist_gradient_boosting,True,1,1,192,48,"{""0"": 33, ""1"": 159}","{""0"": 8, ""1"": 40}",0.7708333333333334,0.4625,0.43529411764705883,"[[0, 8], [3, 37]]","{""0"": 3, ""1"": 45}",0.0,0.0,0.0,8,0.8222222222222222,0.925,0.8705882352941177,40,0.078125,0.6796153013619125,0.10385827124898865
bfcl,irrelevance_only,X-only,minxing_row_random,small_mlp_standardized,True,1,1,192,48,"{""0"": 33, ""1"": 159}","{""0"": 8, ""1"": 40}",0.8333333333333334,0.5,0.45454545454545453,"[[0, 8], [0, 40]]","{""1"": 48}",0.0,0.0,0.0,8,0.8333333333333334,1.0,0.9090909090909091,40,0.3375,0.7611827091374169,0.14386622562025786
bfcl,irrelevance_only,X-only,minxing_row_random,majority_class,True,2,1,192,48,"{""0"": 33, ""1"": 159}","{""0"": 8, ""1"": 40}",0.8333333333333334,0.5,0.45454545454545453,"[[0, 8], [0, 40]]","{""1"": 48}",0.0,0.0,0.0,8,0.8333333333333334,1.0,0.9090909090909091,40,0.5,0.8333333333333334,0.16666666666666666
bfcl,irrelevance_only,X-only,minxing_row_random,stratified_random,True,2,1,192,48,"{""0"": 33, ""1"": 159}","{""0"": 8, ""1"": 40}",0.6875,0.4625,0.4638868205510052,"[[1, 7], [8, 32]]","{""0"": 9, ""1"": 39}",0.1111111111111111,0.125,0.11764705882352941,8,0.8205128205128205,0.8,0.810126582278481,40,0.4625,0.823076923076923,0.1597222222222222
