name,sex,total,d1950,d1960,d1970,d1980
Kerrin,F,691,64,164,232,231
Kerrin,M,10,0,5,0,5
Kerry,F,42381,6442,12223,16123,7593
Kerry,M,40770,14416,15286,6662,4406
Kerryann,F,254,0,47,119,88
Kersten,F,367,0,69,148,150
Kerstin,F,1163,64,315,339,445
Kert,M,213,53,105,49,6
Kervin,M,791,79,227,197,288
Kerwin,M,1593,384,559,318,332
Keryn,F,202,0,18,63,121
Kesha,F,4400,0,276,2668,1456
Kesha,M,5,0,0,5,0
Keshawn,F,142,0,0,42,100
Keshawn,M,223,0,0,56,167
Keshia,F,4142,0,202,1285,2655
Keshia,M,6,0,0,0,6
Kesia,F,450,0,84,208,158
Ketra,F,233,0,30,125,78
Keturah,F,1308,55,117,451,685
Keva,F,822,41,154,363,264
Kevan,F,52,44,0,0,8
Kevan,M,2429,625,557,533,714
Keven,F,116,90,26,0,0
Keven,M,4376,809,1443,1174,950
Kevin,F,4322,687,1137,1234,1264
Kevin,M,831323,159010,271412,212231,188670
Kevon,F,12,0,0,0,12
Kevon,M,515,54,64,87,310
Kevyn,F,80,13,0,0,67
Kevyn,M,412,50,86,93,183
Keya,F,786,0,12,465,309
Keyana,F,879,0,0,170,709
Keyanna,F,562,0,0,89,473
Keyla,F,511,0,19,152,340
Keyna,F,282,23,42,117,100
Keyon,F,80,0,0,19,61
Keyon,M,766,0,0,244,522
Keyona,F,850,0,0,172,678
Keyonna,F,787,0,0,138,649
Keysha,F,1124,0,69,706,349
Kezia,F,535,0,46,195,294
Khadija,F,632,0,38,215,379
Khadijah,F,1154,0,74,408,672
Khaled,M,319,0,5,86,228
Khaliah,F,209,0,0,76,133
Khalid,M,1392,0,84,600,708
Khalif,M,392,0,0,120,272
Khalil,F,7,0,0,7,0
Khalil,M,1236,5,68,363,800
Khalilah,F,1057,0,0,658,399
Khanh,F,118,0,0,19,99
Khanh,M,206,0,0,18,188
Khara,F,449,0,0,231,218
Khari,F,47,0,0,10,37
Khari,M,385,0,0,285,100
Khary,M,544,0,0,373,171
Khoa,M,206,0,0,24,182
Khristina,F,812,0,104,342,366
Khristine,F,484,39,174,162,109
Khristopher,M,921,0,57,374,490
Khristy,F,309,5,69,146,89
Kia,F,4378,25,329,1770,2254
Kia,M,67,0,0,21,46
Kiah,F,300,0,0,62,238
Kiah,M,55,0,0,18,37
Kian,F,21,0,0,5,16
Kian,M,216,0,0,78,138
Kiana,F,2133,0,28,613,1492
Kiana,M,8,0,0,0,8
Kianna,F,562,0,0,127,435
Kiara,F,3662,0,12,170,3480
Kiara,M,119,0,0,0,119
Kiarra,F,250,0,0,0,250
Kiel,F,25,0,0,0,25
Kiel,M,1622,0,27,91,1504
Kiera,F,1809,0,61,280,1468
Kiera,M,8,0,0,0,8
Kieran,F,238,11,49,59,119
Kieran,M,1621,222,374,415,610
Kierra,F,1246,0,0,25,1221
Kierra,M,6,0,0,0,6
Kiersten,F,2221,0,254,721,1246
Kierstin,F,468,0,37,142,289
Kiesha,F,1945,0,91,1003,851
Kieth,M,1964,435,652,557,320
Kiki,F,620,71,134,273,142
Kiki,M,25,0,0,0,25
Kila,F,381,13,42,183,143
Kila,M,5,0,0,5,0
Kile,M,412,16,63,90,243
Kiley,F,2746,5,27,783,1931
Kiley,M,816,0,23,535,258
Kim,F,174981,56080,94388,20697,3816
Kim,M,31125,21208,7188,1818,911
Kima,F,203,26,62,84,31
Kimala,F,326,72,167,76,11
Kimani,F,7,0,0,7,0
Kimani,M,336,0,5,250,81
Kimara,F,202,10,39,117,36
Kimball,F,107,66,24,17,0
Kimball,M,1042,469,304,147,122
Kimbely,F,417,11,139,160,107
Kimber,F,2550,332,752,477,989
Kimber,M,226,121,76,29,0
Kimberely,F,2152,137,941,743,331
Kimberle,F,1180,290,526,249,115
Kimberlea,F,459,79,160,151,69
Kimberlee,F,13949,2167,4832,4044,2906
Kimberleigh,F,346,26,109,99,112
Kimberley,F,34259,4097,16261,10113,3788
Kimberley,M,228,118,83,27,0
Kimberli,F,2909,268,1249,887,505
Kimberlie,F,2920,327,1124,991,478
Kimberlin,F,280,31,141,87,21
Kimberly,F,683579,48958,259072,229097,146452
Kimberly,M,3777,1238,1054,858,627
Kimberlyann,F,267,0,63,89,115
Kimberlyn,F,1412,129,637,417,229
Kimbery,F,519,18,168,196,137
Kimble,F,221,22,105,76,18
Kimble,M,392,140,196,51,5
Kimbley,F,573,5,196,307,65
Kimbra,F,1086,266,446,207,167
Kimela,F,320,91,182,47,0
Kimerly,F,587,54,205,194,134
Kimesha,F,205,0,0,69,136
Kimi,F,1139,204,462,287,186
Kimiko,F,596,10,102,147,337
Kimm,F,386,118,221,47,0
Kimm,M,96,82,14,0,0
Kimmarie,F,220,7,131,76,6
Kimmie,F,1048,209,502,254,83
Kimmie,M,131,78,43,10,0
Kimmy,F,758,80,372,222,84
Kimmy,M,277,127,125,18,7
Kimo,M,488,41,103,167,177
Kimra,F,209,40,104,48,17
Kimya,F,283,0,0,212,71
Kimyatta,F,269,0,7,176,86
Kina,F,912,27,245,392,248
Kinberly,F,202,0,33,89,80
Kindra,F,2642,58,348,1006,1230
King,F,5,0,5,0,0
King,M,1813,708,454,316,335
Kingsley,F,26,0,0,5,21
Kingsley,M,553,101,75,128,249
Kinney,M,240,79,90,32,39
Kinsey,F,766,0,5,87,674
Kinsey,M,138,24,5,33,76
Kinya,F,239,0,5,166,68
Kiona,F,390,0,0,114,276
Kionna,F,250,0,0,42,208
Kip,F,143,68,68,0,7
Kip,M,6258,1441,2639,1350,828
Kipling,M,226,53,96,59,18
Kipp,F,5,0,5,0,0
Kipp,M,1636,228,589,433,386
Kira,F,7682,88,627,1505,5462
Kira,M,16,0,0,0,16
Kiran,F,380,0,15,116,249
Kiran,M,226,0,0,87,139
Kirby,F,1778,121,108,85,1464
Kirby,M,8287,3009,2351,1589,1338
Kiri,F,345,0,5,35,305
Kirk,F,191,29,71,46,45
Kirk,M,57254,16223,22204,11641,7186
Kirkland,M,925,208,272,196,249
Kirsten,F,24479,813,6662,8263,8741
Kirsten,M,163,0,24,73,66
Kirsti,F,464,53,90,145,176
Kirstie,F,1571,45,177,674,675
Kirstin,F,4094,51,748,1428,1867
Kirsty,F,346,0,37,130,179
Kirstyn,F,271,0,0,38,233
Kirt,M,3224,675,1377,774,398
Kisa,F,408,0,50,218,140
Kisha,F,6011,0,400,3811,1800
Kisha,M,12,0,0,12,0
Kishia,F,254,0,13,151,90
Kit,F,800,401,229,104,66
Kit,M,1674,726,370,318,260
Kittie,F,496,239,135,81,41
Kitty,F,5009,2553,1575,602,279
Kiva,F,461,8,102,206,145
Kiven,M,276,29,119,98,30
Kiwana,F,232,0,0,134,98
Kiya,F,337,0,0,163,174
Kiyana,F,270,0,0,55,215
Kizzie,F,844,34,6,573,231
Kizzy,F,2205,0,0,1842,363
Kizzy,M,12,0,0,12,0
Kjell,M,248,5,57,107,79
Klarissa,F,235,0,6,33,196
Klaus,M,540,83,232,124,101
Klay,M,209,21,48,58,82
Klayton,M,299,5,6,68,220
Klint,M,555,6,100,228,221
Klinton,M,392,0,18,132,242
Knute,M,253,115,74,39,25
Kobie,F,12,0,0,6,6
Kobie,M,230,0,0,207,23
Koby,F,15,0,0,10,5
Koby,M,531,12,54,179,286
Kodi,F,581,0,7,161,413
Kodi,M,428,0,0,112,316
Kody,F,235,0,6,59,170
Kody,M,3542,5,79,475,2983
Kofi,F,5,0,0,5,0
Kofi,M,357,0,0,164,193
Kolby,F,144,0,0,13,131
Kolby,M,871,0,5,154,712
Kole,M,338,0,5,51,282
Koleen,F,223,78,89,45,11
Kolin,M,250,5,34,70,141
Kolleen,F,840,172,326,209,133
Kong,M,359,0,0,9,350
Koni,F,282,60,170,42,10
Konni,F,208,55,112,41,0
Konnie,F,861,306,379,121,55
Konrad,M,1122,264,275,238,345
Konstantina,F,228,0,11,109,108
Konstantinos,M,808,0,76,388,344
Koreen,F,591,116,219,194,62
Koren,F,1217,114,257,540,306
Koren,M,5,0,0,5,0
Korena,F,293,0,108,111,74
Korene,F,205,44,70,76,15
Korey,F,665,5,64,256,340
Korey,M,4740,48,367,1499,2826
Kori,F,4435,69,514,1793,2059
Kori,M,534,0,15,197,322
Korie,F,696,0,41,298,357
Korie,M,159,0,0,66,93
Korin,F,600,6,94,210,290
Korina,F,864,0,164,262,438
Korinne,F,498,30,97,149,222
Korri,F,261,0,26,111,124
Korrie,F,362,0,10,164,188
Korrie,M,20,0,0,14,6
Korrin,F,203,0,26,62,115
Korrine,F,210,15,31,63,101
Korry,F,7,0,0,7,0
Korry,M,228,0,32,93,103
Kortney,F,1633,0,23,278,1332
Kortney,M,274,0,0,96,178
Kortni,F,339,0,0,57,282
Kortnie,F,203,0,0,5,198
Kory,F,782,26,109,296,351
Kory,M,7827,185,953,2530,4159
Kostas,M,228,0,31,107,90
Kou,F,18,0,0,0,18
Kou,M,329,0,0,6,323
Kourtney,F,3051,0,45,528,2478
Kourtney,M,359,0,0,98,261
Kraig,M,4857,707,1845,1245,1060
Kreg,M,804,124,303,202,175
Kregg,M,377,48,169,99,61
Kris,F,12520,2891,7158,2009,462
Kris,M,11651,2634,4152,3681,1184
Krisann,F,398,68,165,106,59
Krisanne,F,285,38,115,88,44
Krisha,F,672,0,42,332,298
Krishna,F,741,10,86,391,254
Krishna,M,372,5,53,162,152
Kriss,F,357,113,207,37,0
Kriss,M,427,127,194,73,33
Krissa,F,440,0,49,155,236
Krissi,F,270,0,19,133,118
Krissie,F,323,0,33,162,128
Krissy,F,1515,7,170,708,630
Krista,F,51790,2043,7076,19807,22864
Krista,M,142,0,0,71,71
Kristal,F,8260,181,953,2788,4338
Kristalyn,F,204,0,0,63,141
Kristan,F,3966,184,643,1061,2078
Kristan,M,390,17,75,167,131
Kriste,F,606,129,175,228,74
Kristee,F,461,42,94,204,121
Kristeen,F,1088,248,263,351,226
Kristeena,F,209,0,5,69,135
Kristel,F,1839,54,219,670,896
Kristen,F,148284,2811,18039,44206,83228
Kristen,M,1533,102,229,597,605
Kristena,F,501,11,69,184,237
Kristene,F,902,136,279,305,182
Kristi,F,68858,5210,16907,29035,17706
Kristi,M,138,0,11,84,43
Kristia,F,286,0,49,102,135
Kristian,F,2703,5,185,508,2005
Kristian,M,4776,141,555,2363,1717
Kristiana,F,538,0,38,184,316
Kristianna,F,206,0,9,73,124
Kristianne,F,232,0,36,100,96
Kristie,F,33773,2582,5681,17366,8144
Kristie,M,44,0,0,38,6
Kristin,F,142133,4837,24354,42384,70558
Kristin,M,1394,40,213,658,483
Kristina,F,94588,3279,12712,32650,45947
Kristina,M,322,5,20,118,179
Kristine,F,70314,12075,24125,20543,13571
Kristine,M,180,10,60,53,57
Kristinia,F,218,5,17,99,97
Kristle,F,752,0,37,136,579
Kristofer,M,5003,68,247,1893,2795
Kristoffer,M,2504,0,18,1275,1211
Kristofor,M,681,0,7,293,381
Kristol,F,238,0,12,96,130
Kriston,F,520,0,46,138,336
Kriston,M,268,0,23,143,102
Kristopher,F,246,0,0,85,161
Kristopher,M,36005,426,1628,13883,20068
Kristy,F,61480,3230,8088,27776,22386
Kristy,M,179,0,26,86,67
Kristyn,F,4750,87,473,1048,3142
Kristyna,F,334,0,7,69,258
Kristyne,F,293,41,69,72,111
Krysta,F,2616,0,62,399,2155
Krystal,F,45979,514,1720,6249,37496
Krystal,M,154,0,0,11,143
Krystel,F,542,0,0,66,476
Krysten,F,1675,0,47,184,1444
Krysti,F,624,12,93,148,371
Krystie,F,346,0,5,70,271
Krystin,F,1504,0,62,134,1308
Krystina,F,2224,5,59,178,1982
Krystine,F,507,46,55,64,342
Krystle,F,10946,0,5,72,10869
Krystle,M,44,0,0,0,44
Krystyn,F,319,0,10,42,267
Krystyna,F,882,70,115,178,519
Kunal,M,365,0,0,14,351
Kunta,F,8,0,0,8,0
Kunta,M,292,0,0,283,9
Kurk,M,208,29,95,67,17
Kurt,F,196,14,86,45,51
Kurt,M,71196,18642,28215,13657,10682
Kurtis,F,25,0,5,7,13
Kurtis,M,10994,1201,2522,2410,4861
Kurtiss,M,232,43,81,70,38
Kwame,F,30,0,0,30,0
Kwame,M,1445,0,109,678,658
Kwan,F,27,0,0,27,0
Kwan,M,224,0,6,133,85
Kwasi,M,277,0,0,155,122
Kwesi,M,314,0,0,196,118
Ky,F,33,0,5,18,10
Ky,M,489,30,65,150,244
Kyana,F,286,0,0,74,212
Kye,F,17,0,5,5,7
Kye,M,428,23,54,109,242
Kyesha,F,287,0,0,70,217
Kyla,F,6354,221,542,1524,4067
Kyla,M,5,0,0,0,5
Kylan,F,19,0,0,5,14
Kylan,M,266,0,5,61,200
Kyle,F,6221,1682,1151,969,2419
Kyle,M,196960,5789,16579,32645,141947
Kylee,F,2986,0,19,530,2437
Kylee,M,82,0,0,7,75
Kyleen,F,443,16,62,77,288
Kyleigh,F,375,0,0,23,352
Kylene,F,1009,19,45,335,610
Kyler,F,35,0,0,0,35
Kyler,M,1024,5,42,110,867
Kyley,F,226,0,0,49,177
Kyley,M,58,0,0,23,35
Kyli,F,206,0,0,34,172
Kylie,F,6736,0,39,1256,5441
Kylie,M,123,0,0,46,77
Kym,F,1244,358,611,193,82
Kym,M,142,87,43,0,12
Kymberlee,F,288,0,44,72,172
Kymberli,F,271,0,48,72,151
Kymberly,F,1809,72,459,461,817
Kyna,F,727,106,109,267,245
Kyndal,F,205,0,5,6,194
Kyndra,F,678,0,23,228,427
Kyra,F,4457,251,715,1238,2253
Kyrie,F,545,0,7,49,489
Kyrie,M,18,0,0,0,18
Kyron,M,430,5,14,167,244
Kyrsten,F,223,0,6,40,177
Kysha,F,342,0,6,230,106
La,F,737,30,153,250,304
La,M,127,8,25,35,59
Lacee,F,925,0,6,112,807
Lacey,F,24112,145,371,2823,20773
Lacey,M,686,171,156,156,203
Lachanda,F,303,0,13,190,100
Lachandra,F,448,0,15,254,179
Lachelle,F,1617,58,356,583,620
Laci,F,3056,0,33,418,2605
Lacie,F,3908,17,83,650,3158
Lacinda,F,838,187,287,189,175
Lacole,F,218,0,0,73,145
Lacosta,F,223,0,0,149,74
Lacrecia,F,336,10,54,151,121
Lacresha,F,925,0,33,374,518
Lacretia,F,789,35,143,335,276
Lacrisha,F,323,0,5,123,195
Lacy,F,10641,174,345,1717,8405
Lacy,M,2023,772,558,399,294
Ladana,F,296,0,93,104,99
Ladarius,M,426,0,0,20,406
Ladawn,F,1389,142,379,573,295
Ladawna,F,284,6,94,96,88
Ladd,M,655,180,242,134,99
Laddie,F,5,5,0,0,0
Laddie,M,366,213,104,37,12
Ladean,F,208,106,79,18,5
Ladean,M,5,5,0,0,0
Ladeana,F,273,44,121,95,13
Ladell,F,162,87,36,39,0
Ladell,M,504,106,127,143,128
Ladena,F,366,81,126,108,51
Ladon,F,247,79,78,81,9
Ladon,M,631,112,162,206,151
Ladona,F,491,149,151,137,54
Ladonna,F,15575,3790,5422,3867,2496
Ladora,F,292,69,100,49,74
Lady,F,388,96,98,102,92
Lael,F,598,174,124,144,156
Lael,M,255,11,23,155,66
Lafayette,F,11,0,5,6,0
Lafayette,M,1708,499,466,401,342
Lafe,M,258,53,61,68,76
Lafonda,F,671,122,226,232,91
Lagina,F,381,8,139,131,103
Lahoma,F,479,85,207,170,17
Laila,F,1524,136,220,474,694
Laina,F,854,56,204,236,358
Laine,F,1016,141,135,181,559
Laine,M,486,117,153,94,122
Lainey,F,211,0,6,10,195
Lainie,F,706,0,201,371,134
Laird,M,780,392,217,119,52
Lajoyce,F,223,67,62,52,42
Lajuan,F,596,153,182,181,80
Lajuan,M,551,10,29,262,250
Lajuana,F,1385,395,468,388,134
Lakasha,F,249,0,0,116,133
Lake,M,258,60,38,64,96
Lakeasha,F,236,0,0,112,124
Lakecia,F,559,0,24,274,261
Lakeesha,F,1233,0,0,747,486
Lakeia,F,371,0,0,111,260
Lakeisha,F,10245,0,27,4666,5552
Lakeisha,M,36,0,0,16,20
Lakeita,F,264,0,0,89,175
Lakeith,M,352,0,32,176,144
Lakeitha,F,735,0,23,380,332
Laken,F,593,0,0,0,593
Lakendra,F,1193,0,0,225,968
Lakendrick,M,345,0,0,81,264
Lakenya,F,1046,0,6,479,561
Lakesha,F,7263,0,34,3887,3342
Lakesha,M,6,0,0,6,0
Lakeshia,F,3966,0,22,1705,2239
Lakesia,F,516,0,0,313,203
Laketa,F,580,11,26,251,292
Laketha,F,283,0,0,177,106
Lakeya,F,835,0,0,291,544
Lakeysha,F,1066,0,0,650,416
Lakia,F,1507,0,0,510,997
Lakiesha,F,1574,0,0,752,822
Lakisa,F,263,0,0,160,103
Lakisha,F,11318,0,37,6412,4869
Lakisha,M,12,0,0,12,0
Lakishia,F,383,0,0,223,160
Lakita,F,1336,0,58,543,735
Lakrisha,F,253,0,0,89,164
Lala,F,239,96,68,36,39
Lalena,F,286,0,42,217,27
Lalita,F,520,48,103,182,187
Lam,F,6,0,0,0,6
Lam,M,204,0,0,30,174
Lamanda,F,309,0,28,127,154
Lamar,F,441,90,120,123,108
Lamar,M,15571,2764,2606,4137,6064
Lamarcus,M,1109,0,6,312,791
Lamario,M,292,0,0,68,224
Lamark,M,358,17,98,145,98
Lamarr,F,19,0,6,13,0
Lamarr,M,1630,210,291,522,607
Lambert,M,988,381,257,185,165
Lameka,F,383,0,0,187,196
Lamesha,F,346,0,0,115,231
Lamia,F,229,0,8,54,167
Lamika,F,280,0,0,132,148
Lamisha,F,220,0,0,79,141
Lamon,M,682,108,114,277,183
Lamona,F,241,62,105,63,11
Lamond,M,437,23,52,225,137
Lamonica,F,1159,6,175,642,336
Lamonica,M,6,0,0,6,0
Lamont,F,165,0,34,114,17
Lamont,M,15568,2131,3317,6673,3447
Lamonte,M,1683,259,440,625,359
Lamorris,M,225,24,41,65,95
Lan,F,433,0,0,97,336
Lan,M,187,31,10,38,108
Lana,F,25971,8932,8320,5235,3484
Lana,M,5,0,5,0,0
Lanae,F,1147,170,270,285,422
Lance,F,328,17,68,122,121
Lance,M,70997,9720,20034,21791,19452
Lancelot,M,222,23,37,52,110
Landa,F,498,175,148,110,65
Landen,M,291,0,6,58,227
Landis,F,90,29,0,11,50
Landis,M,765,203,163,170,229
Landon,F,123,0,0,26,97
Landon,M,8897,337,682,1912,5966
Landra,F,311,84,82,74,71
Landry,F,27,0,0,0,27
Landry,M,480,70,60,129,221
Landy,F,101,11,10,27,53
Landy,M,362,136,91,71,64
Lane,F,1411,348,247,203,613
Lane,M,7883,1993,2416,1578,1896
Lanea,F,203,11,19,68,105
Lanee,F,316,0,79,104,133
Laneisha,F,275,0,0,43,232
Lanell,F,1052,371,302,248,131
Lanell,M,206,16,42,90,58
Lanelle,F,563,163,141,162,97
Lanesha,F,451,0,0,136,315
Lanessa,F,223,0,8,92,123
Lanetta,F,855,176,241,305,133
Lanette,F,4099,910,1600,1024,565
Laney,F,599,64,87,151,297
Laney,M,154,80,57,11,6
Lang,F,6,0,0,0,6
Lang,M,285,50,65,66,104
Langdon,M,253,61,62,75,55
Langston,M,557,94,92,145,226
Lani,F,3530,894,887,911,838
Lani,M,96,44,31,10,11
Lanice,F,220,23,51,86,60
Lanie,F,759,101,157,230,271
Lanie,M,10,5,0,5,0
Laniece,F,274,0,36,105,133
Lanier,F,33,10,6,5,12
Lanier,M,439,114,105,117,103
Lanika,F,354,0,0,139,215
Lanise,F,353,12,64,149,128
Lanisha,F,669,0,0,212,457
Lanita,F,2653,616,806,718,513
Lanna,F,911,211,243,243,214
Lannette,F,509,88,199,148,74
Lannie,F,395,190,97,73,35
Lannie,M,1033,517,256,170,90
Lanny,F,35,18,0,6,11
Lanny,M,5009,2749,1222,748,290
Lanora,F,885,225,289,205,166
Lansing,M,221,116,64,23,18
Lantz,M,264,35,49,92,88
Laporsha,F,293,0,0,9,284
Laquan,F,160,0,0,87,73
Laquan,M,566,0,0,156,410
Laquana,F,563,0,0,193,370
Laquanda,F,1192,0,14,409,769
Laquandra,F,271,0,0,53,218
Laquanta,F,257,0,0,74,183
Laquesha,F,484,0,0,109,375
Laqueta,F,306,39,44,106,117
Laquetta,F,822,103,123,247,349
Laquinta,F,936,8,18,323,587
Laquinta,M,27,0,0,5,22
Laquisha,F,1659,0,8,498,1153
Laquita,F,4600,468,553,1438,2141
Laquitta,F,592,32,79,201,280
Lara,F,17460,241,4195,7612,5412
Lara,M,23,0,12,5,6
Larae,F,1798,471,527,398,402
Laraine,F,1447,863,338,127,119
Laramie,F,171,6,0,39,126
Laramie,M,500,5,19,165,311
Laray,F,201,21,69,59,52
Laray,M,228,28,46,62,92
Laree,F,753,245,208,138,162
Lareina,F,252,0,14,107,131
Laren,F,289,27,22,38,202
Laren,M,243,65,56,62,60
Larena,F,478,58,127,153,140
Larence,M,272,138,58,29,47
Larenda,F,327,37,101,108,81
Larene,F,248,123,82,26,17
Larenzo,M,310,5,29,104,172
Laresa,F,343,13,96,94,140
Laretha,F,208,52,48,79,29
Laretta,F,270,119,85,40,26
Larhonda,F,2236,138,473,933,692
Lari,F,696,184,268,184,60
Lari,M,38,38,0,0,0
Larie,F,266,60,70,99,37
Larina,F,296,6,39,134,117
Larinda,F,484,88,155,143,98
Larisa,F,1773,53,410,605,705
Larisha,F,252,0,0,77,175
Larissa,F,8637,112,786,2920,4819
Larita,F,1156,364,307,267,218
Lark,F,825,430,133,141,121
Lark,M,100,26,59,5,10
Larkin,F,195,5,6,55,129
Larkin,M,513,176,129,99,109
Larnell,M,551,145,120,144,142
Laron,F,113,0,21,72,20
Laron,M,2407,139,289,940,1039
Laronda,F,2045,138,555,810,542
Laroy,M,583,114,150,155,164
Larraine,F,529,301,145,56,27
Larrie,F,205,88,71,39,7
Larrie,M,395,227,89,53,26
Larry,F,2398,995,599,520,284
Larry,M,443696,245698,108582,58138,31278
Lars,M,3017,500,876,826,815
Larson,M,216,16,59,45,96
Larua,F,207,0,26,64,117
Larue,F,436,272,124,34,6
Larue,M,516,203,122,108,83
Larwence,M,270,210,54,6,0
Lary,M,870,461,257,97,55
Laryssa,F,336,0,89,107,140
Lasalle,F,16,0,0,16,0
Lasalle,M,203,39,66,50,48
Lasandra,F,1278,98,323,528,329
Lasaundra,F,283,0,64,107,112
Lasha,F,550,0,18,166,366
Lashae,F,436,0,12,77,347
Lashan,F,492,0,126,304,62
Lashan,M,87,0,8,61,18
Lashana,F,862,0,27,394,441
Lashanda,F,4187,0,165,2157,1865
Lashandra,F,840,0,8,393,439
Lashanna,F,660,0,16,309,335
Lashannon,F,248,0,0,106,142
Lashanta,F,406,0,0,189,217
Lashara,F,232,0,0,66,166
Lashaun,F,1019,5,252,478,284
Lashaun,M,396,0,18,187,191
Lashauna,F,514,0,12,230,272
Lashaunda,F,1237,0,29,552,656
Lashaundra,F,400,0,5,132,263
Lashawn,F,6156,29,1278,3505,1344
Lashawn,M,1538,0,119,832,587
Lashawna,F,1159,0,34,462,663
Lashawnda,F,1757,0,35,774,948
Lashawndra,F,200,0,0,58,142
Lashay,F,927,0,27,238,662
Lashay,M,5,0,0,5,0
Lashea,F,429,0,12,138,279
Lasheena,F,415,0,0,61,354
Lasheka,F,258,0,0,88,170
Lashell,F,777,20,184,306,267
Lashelle,F,803,35,170,334,264
Lashon,F,1360,21,408,790,141
Lashon,M,390,0,44,243,103
Lashona,F,372,0,8,230,134
Lashonda,F,7878,0,239,4137,3502
Lashondra,F,886,0,15,345,526
Lashone,F,391,0,125,231,35
Lashone,M,56,0,0,56,0
Lashonna,F,355,0,27,167,161
Lashun,F,627,0,158,360,109
Lashun,M,214,0,16,137,61
Lashunda,F,2076,0,93,1111,872
Lashundra,F,791,0,7,322,462
Lasondra,F,476,5,75,181,215
Lasonia,F,450,0,142,259,49
Lasonja,F,430,0,126,229,75
Lasonya,F,1620,6,386,892,336
Laszlo,M,413,52,186,98,77
Latania,F,485,5,135,263,82
Latanya,F,9226,523,2121,4655,1927
Latanya,M,23,0,5,13,5
Latara,F,1092,0,23,325,744
Latarsha,F,1908,0,62,1257,589
Latasha,F,26326,9,405,10877,15035
Latasha,M,114,0,0,40,74
Latashia,F,1543,0,53,763,727
Latausha,F,269,0,0,185,84
Latavia,F,745,0,0,132,613
Lataya,F,426,0,0,153,273
Lateasha,F,311,0,6,131,174
Latecia,F,374,0,36,153,185
Lateef,M,527,0,21,289,217
Lateefah,F,462,0,0,254,208
Lateesha,F,316,0,0,114,202
Lateisha,F,675,0,0,203,472
Latesha,F,2279,0,30,934,1315
Lateshia,F,516,0,0,202,314
Latessa,F,213,0,0,95,118
Lathan,M,529,107,96,133,193
Latia,F,1605,0,5,312,1288
Laticia,F,1791,17,254,844,676
Latiesha,F,223,0,0,65,158
Latifa,F,391,0,13,171,207
Latifah,F,342,0,0,101,241
Latika,F,348,0,0,143,205
Latina,F,1741,51,298,810,582
Latisa,F,491,0,73,262,156
Latisha,F,14830,80,500,6643,7607
Latisha,M,38,0,0,17,21
Latishia,F,553,0,41,242,270
Latitia,F,458,18,97,215,128
Latoia,F,255,0,0,69,186
Latona,F,333,22,77,140,94
Latonda,F,246,0,59,127,60
Latonia,F,4849,120,1366,2646,717
Latonia,M,16,0,0,16,0
Latonja,F,659,0,235,343,81
Latonya,F,20275,193,3440,10911,5731
Latonya,M,67,0,0,44,23
Latora,F,462,0,0,151,311
Latoria,F,2003,0,8,559,1436
Latorya,F,486,0,0,117,369
Latosha,F,5762,0,112,2911,2739
Latoshia,F,967,0,23,561,383
Latoya,F,41067,0,71,11459,29537
Latoya,M,179,0,0,58,121
Latoyia,F,1489,0,6,451,1032
Latrease,F,263,0,25,127,111
Latrece,F,580,0,81,286,213
Latrecia,F,414,0,66,198,150
Latrell,F,443,21,72,238,112
Latrell,M,324,0,0,112,212
Latrelle,F,306,65,72,102,67
Latrelle,M,17,0,0,6,11
Latrena,F,246,0,46,149,51
Latrenda,F,473,0,191,164,118
Latresa,F,525,17,119,239,150
Latrese,F,691,0,69,317,305
Latresha,F,413,0,11,195,207
Latressa,F,258,0,38,139,81
Latrica,F,463,0,37,260,166
Latrice,F,7073,45,681,2963,3384
Latrice,M,17,0,0,5,12
Latricia,F,4757,388,1022,2089,1258
Latrina,F,2055,9,241,1208,597
Latrisha,F,1499,0,127,598,774
Latroy,M,506,0,18,253,235
Latunya,F,219,0,51,154,14
Launa,F,1098,301,404,233,160
Laura,F,522523,95526,174185,118204,134608
Laura,M,1719,217,449,454,599
Lauraine,F,294,147,119,23,5
Laural,F,715,253,239,128,95
Lauralee,F,1299,266,391,350,292
Lauralyn,F,299,94,110,65,30
Lauran,F,753,103,125,87,438
Laurance,F,5,0,5,0,0
Laurance,M,796,362,220,107,107
Laure,F,1483,482,606,192,203
Lauree,F,550,193,209,105,43
Laureen,F,5656,2221,2384,557,494
Laurel,F,24771,9439,6366,4065,4901
Laurel,M,368,164,103,44,57
Laurell,F,207,91,54,24,38
Lauren,F,187925,8471,12466,21827,145161
Lauren,M,2522,713,489,380,940
Laurena,F,385,104,103,83,95
Laurence,F,126,29,60,12,25
Laurence,M,14445,6889,4216,1938,1402
Laurene,F,2155,1041,765,188,161
Laurent,M,697,197,178,140,182
Lauretta,F,2327,1256,673,241,157
Laurette,F,1263,580,493,129,61
Laurey,F,225,114,92,14,5
Lauri,F,10672,2478,5561,2095,538
Lauri,M,37,37,0,0,0
Lauria,F,263,54,122,47,40
Laurianne,F,224,38,114,50,22
Laurice,F,915,289,253,222,151
Laurice,M,65,11,14,33,7
Laurie,F,155842,46964,74451,26101,8326
Laurie,M,712,285,268,130,29
Laurieann,F,405,5,248,115,37
Laurin,F,820,85,145,141,449
Laurin,M,170,97,47,26,0
Laurinda,F,1111,356,435,229,91
Laurine,F,672,325,254,74,19
Laurissa,F,298,0,18,108,172
Laurita,F,332,176,93,31,32
