sim_id,language,domain,system,utterance_idx,finding_index,severity,time_range,clip_duration_seconds,span_start_seconds,span_end_seconds
24da7c53-fd07-485e-8af5-0b5fe2bdd9c0,ko,airline,Gemini minimal,513,0,2,0:09-0:11,11.6,9.0,11.0
24da7c53-fd07-485e-8af5-0b5fe2bdd9c0,ko,airline,Gemini minimal,1762,0,1,0:04-0:06,6.8,4.0,6.0
26a9d3d1-7573-44c1-a4ed-1c8accc559cb,ko,airline,Gemini minimal,606,0,2,00:02-00:03,3.2,2.0,3.0
26a9d3d1-7573-44c1-a4ed-1c8accc559cb,ko,airline,Gemini minimal,909,1,2,00:04-00:10,10.2,4.0,10.0
2be3d0e1-e865-4e43-978b-8f6619edb2f7,ko,airline,Gemini minimal,851,0,2,00:01-00:02,2.0,1.0,2.0
3a1219ac-33d7-48b5-a37c-8bf73c64382e,ko,airline,Gemini minimal,436,2,2,0:32-0:34,34.4,32.0,34.0
7981b23b-bd2d-47b6-b7b9-df50e9158e84,ko,airline,Gemini minimal,568,0,1,00:00-00:01,1.4,0.0,1.0
7e61d251-1453-4a45-943a-9d1575a01720,ko,airline,Gemini minimal,263,0,1,00:00 - 00:01,1.2,0.0,1.0
82209603-e0b6-4d23-8f23-864366bee6ab,ko,airline,Gemini minimal,626,0,2,0:17-0:18,18.8,17.0,18.0
8aafab85-9e55-45df-afd8-f1fd76100666,ko,airline,Gemini minimal,1130,0,2,00:01-00:01,1.6,1.0,1.0
8bfff6c9-4c2c-48f0-bd72-6c7b87f92d64,ko,airline,Gemini minimal,198,0,2,0:09-0:10,10.8,9.0,10.0
a1fcb3b3-5940-4fe5-82dc-181ea784b325,ko,airline,Gemini minimal,345,0,2,0:18-0:20,20.8,18.0,20.0
add287d7-7967-4b9f-9343-c3ba62d091ab,ko,airline,Gemini minimal,577,1,1,00:03-00:04,4.8,3.0,4.0
b6fe5e2a-e090-4b36-9c74-4d8b42ba1e65,ko,airline,Gemini minimal,745,0,3,00:00-00:01,1.4,0.0,1.0
b6fe5e2a-e090-4b36-9c74-4d8b42ba1e65,ko,airline,Gemini minimal,760,0,1,0.00-0.01,0.8,0.0,0.01
b9519414-b5eb-4215-96a3-3eeefe10ae80,ko,airline,Gemini minimal,377,0,1,0:16-0:18,18.4,16.0,18.0
d0dcd760-fa4f-4b3b-b46d-dd4e11412b98,ko,airline,Gemini minimal,819,0,2,0.00-0.01,0.4,0.0,0.01
052dfe1c-81e4-4de7-8dbe-d0be5214ffd5,ko,airline,OpenAI minimal,542,0,1,0:01-0:02,2.8,1.0,2.0
052dfe1c-81e4-4de7-8dbe-d0be5214ffd5,ko,airline,OpenAI minimal,548,0,2,00:01-00:02,1.4,1.0,2.0
052dfe1c-81e4-4de7-8dbe-d0be5214ffd5,ko,airline,OpenAI minimal,1735,0,2,00:00-00:01,0.8,0.0,1.0
1ef42fa1-c245-4b7f-8afc-7bd16adec8d7,ko,airline,OpenAI minimal,602,0,1,0:05-0:06,6.2,5.0,6.0
1ef42fa1-c245-4b7f-8afc-7bd16adec8d7,ko,airline,OpenAI minimal,819,0,2,00:00-00:01,1.2,0.0,1.0
2b315e91-1485-4748-8e17-cd8c64ff2add,ko,airline,OpenAI minimal,177,0,1,0:08-0:10,10.8,8.0,10.0
2b315e91-1485-4748-8e17-cd8c64ff2add,ko,airline,OpenAI minimal,182,0,2,0:00-0:01,1.4,0.0,1.0
3829907f-6a45-41f8-a663-e7b6748f8028,ko,airline,OpenAI minimal,255,0,2,00:09-00:10,11.0,9.0,10.0
3829907f-6a45-41f8-a663-e7b6748f8028,ko,airline,OpenAI minimal,270,0,2,00:11-00:12,12.4,11.0,12.0
396e89ea-8ce8-494f-b523-cfafa509ef65,ko,airline,OpenAI minimal,286,0,2,00:04-00:05,5.0,4.0,5.0
3f1dc3be-0f53-4d91-b78f-99a5da6dce4e,ko,airline,OpenAI minimal,344,1,1,0:11-0:13,14.0,11.0,13.0
3f1dc3be-0f53-4d91-b78f-99a5da6dce4e,ko,airline,OpenAI minimal,450,0,1,0:04-0:05,5.8,4.0,5.0
4a8bf2fa-3a14-431a-8ed9-492f7706fb52,ko,airline,OpenAI minimal,442,0,2,00:01-00:01,1.4,1.0,1.0
4a8bf2fa-3a14-431a-8ed9-492f7706fb52,ko,airline,OpenAI minimal,447,0,2,0:00-0:01,0.8,0.0,1.0
4fae86ac-f711-46cd-bc03-6707712a1e04,ko,airline,OpenAI minimal,343,0,1,00:12-00:14,14.2,12.0,14.0
60e7bc35-3870-42be-a83f-6143ad1ca398,ko,airline,OpenAI minimal,95,0,2,00:01-00:02,2.2,1.0,2.0
60e7bc35-3870-42be-a83f-6143ad1ca398,ko,airline,OpenAI minimal,152,0,2,0:03-0:04,4.6,3.0,4.0
60e7bc35-3870-42be-a83f-6143ad1ca398,ko,airline,OpenAI minimal,217,0,2,0:01-0:02,2.0,1.0,2.0
6682b7a5-7678-45a6-affa-b880d9de3107,ko,airline,OpenAI minimal,1352,0,2,0.00-0.50,0.4,0.0,0.5
6d9f2676-4fbb-4596-85bf-f71e1e7465c2,ko,airline,OpenAI minimal,197,0,2,00:01-00:02,1.6,1.0,2.0
6d9f2676-4fbb-4596-85bf-f71e1e7465c2,ko,airline,OpenAI minimal,1283,0,1,0:11-0:12,12.6,11.0,12.0
6d9f2676-4fbb-4596-85bf-f71e1e7465c2,ko,airline,OpenAI minimal,1324,1,2,00:08-00:13,13.2,8.0,13.0
720eb8d2-1350-474d-8a2b-edbf9e4dba40,ko,airline,OpenAI minimal,783,0,2,00:00-00:01,2.0,0.0,1.0
7b071b9b-0452-4c0c-9283-ec5f3fcef37d,ko,airline,OpenAI minimal,443,0,1,0:14-0:15,15.4,14.0,15.0
8c64314b-97be-42d6-af56-6d98f62c819d,ko,airline,OpenAI minimal,163,0,2,00:01-00:02,2.4,1.0,2.0
8ceee6d5-3cc6-491c-b1e5-217f2aedb696,ko,airline,OpenAI minimal,182,0,2,0:01-0:02,2.2,1.0,2.0
a256f379-5da7-4016-8f7b-b41bca804c1e,ko,airline,OpenAI minimal,212,0,2,0:16-0:17,17.6,16.0,17.0
a256f379-5da7-4016-8f7b-b41bca804c1e,ko,airline,OpenAI minimal,536,0,1,00:00-00:07,7.8,0.0,7.0
adfbdf1d-cb8c-474c-9229-a8390ddc937a,ko,airline,OpenAI minimal,547,0,2,0:00-0:01,0.8,0.0,1.0
bb65b715-8dce-43b3-85dd-d206d3755dfd,ko,airline,OpenAI minimal,421,1,2,00:05-00:06,6.6,5.0,6.0
bb65b715-8dce-43b3-85dd-d206d3755dfd,ko,airline,OpenAI minimal,701,0,2,00:01-00:02,1.8,1.0,2.0
bb65b715-8dce-43b3-85dd-d206d3755dfd,ko,airline,OpenAI minimal,1124,0,2,0:01-0:02,2.4,1.0,2.0
bed22782-dad5-4ea1-996a-8a33600bae04,ko,airline,OpenAI minimal,199,0,2,0:11-0:12,12.4,11.0,12.0
bed22782-dad5-4ea1-996a-8a33600bae04,ko,airline,OpenAI minimal,279,0,2,00:01-00:01,1.2,1.0,1.0
c87d77de-963a-4587-b018-5b629cee4afb,ko,airline,OpenAI minimal,264,0,1,0:17-0:19,19.0,17.0,19.0
d79b879f-c8da-49a3-a5e8-1adf7c8ddecb,ko,airline,OpenAI minimal,74,0,2,00:00-00:01,0.4,0.0,1.0
dc050d5c-87b7-4bf0-98a7-97e0b13d0c4a,ko,airline,OpenAI minimal,63,0,2,0:09-0:10,10.8,9.0,10.0
e2c0707a-c474-4e34-81cc-c945d050d62a,ko,airline,OpenAI minimal,64,0,1,0:06-0:07,8.0,6.0,7.0
e2c0707a-c474-4e34-81cc-c945d050d62a,ko,airline,OpenAI minimal,316,0,2,0:00-0:01,0.8,0.0,1.0
e2c0707a-c474-4e34-81cc-c945d050d62a,ko,airline,OpenAI minimal,938,0,1,00:12-00:13,14.0,12.0,13.0
ee04cd59-f398-4ed5-9b8f-1198772295af,ko,airline,OpenAI minimal,299,0,2,0:06-0:07,7.2,6.0,7.0
fa86b23d-90de-4d29-b5e3-894c955f7b05,ko,airline,OpenAI minimal,319,1,2,0:08-0:09,9.0,8.0,9.0
0095bd73-2125-49d8-ba92-b3c54001c7ad,ko,airline,OpenAI xhigh,275,0,2,0:09-0:11,11.6,9.0,11.0
0095bd73-2125-49d8-ba92-b3c54001c7ad,ko,airline,OpenAI xhigh,275,1,2,0:11-0:12,11.6,11.0,12.0
0095bd73-2125-49d8-ba92-b3c54001c7ad,ko,airline,OpenAI xhigh,630,0,2,0:00-0:00,0.4,0.0,0.0
0095bd73-2125-49d8-ba92-b3c54001c7ad,ko,airline,OpenAI xhigh,641,0,2,00:09-00:12,12.6,9.0,12.0
0095bd73-2125-49d8-ba92-b3c54001c7ad,ko,airline,OpenAI xhigh,641,1,1,00:11-00:12,12.6,11.0,12.0
0095bd73-2125-49d8-ba92-b3c54001c7ad,ko,airline,OpenAI xhigh,745,1,2,0:15-0:17,17.6,15.0,17.0
0095bd73-2125-49d8-ba92-b3c54001c7ad,ko,airline,OpenAI xhigh,937,0,2,0:01-0:01,1.8,1.0,1.0
038a7eb1-184b-4bdd-b341-ce136837009b,ko,airline,OpenAI xhigh,975,0,2,00:04-00:05,5.6,4.0,5.0
17027f67-5723-427d-b775-444ed20b429b,ko,airline,OpenAI xhigh,92,0,2,00:07-00:09,9.4,7.0,9.0
17027f67-5723-427d-b775-444ed20b429b,ko,airline,OpenAI xhigh,136,0,2,0:06-0:07,7.4,6.0,7.0
19ceec02-0918-40c6-85d5-13a926fc0278,ko,airline,OpenAI xhigh,276,0,1,00:03-00:04,4.4,3.0,4.0
1be17eba-3402-4b97-81bb-725924c35b5e,ko,airline,OpenAI xhigh,79,0,2,00:09-00:10,10.8,9.0,10.0
1c5d6828-d00c-4212-a5dc-96a40206c5e7,ko,airline,OpenAI xhigh,708,0,1,0:02-0:03,3.0,2.0,3.0
36223c18-f369-439d-bc8b-eb6a6118c91e,ko,airline,OpenAI xhigh,337,0,2,00:14-00:15,14.6,14.0,15.0
41518ed6-395d-4865-9d00-1817d3b9407a,ko,airline,OpenAI xhigh,1125,0,2,00:01-00:02,3.0,1.0,2.0
41c17ae4-0504-42f4-98e9-35e153e0fbe6,ko,airline,OpenAI xhigh,477,0,2,0:11-0:12,13.0,11.0,12.0
41c17ae4-0504-42f4-98e9-35e153e0fbe6,ko,airline,OpenAI xhigh,565,0,1,0:19-0:21,22.0,19.0,21.0
4f99ed49-ea71-46fc-83ff-742bff7ddec9,ko,airline,OpenAI xhigh,197,0,1,00:02-00:03,4.0,2.0,3.0
519d8213-f8a0-4278-93d8-ae2a31e92adf,ko,airline,OpenAI xhigh,155,0,1,00:01-00:02,2.2,1.0,2.0
519d8213-f8a0-4278-93d8-ae2a31e92adf,ko,airline,OpenAI xhigh,278,0,3,00:14-00:15,15.4,14.0,15.0
553798af-2e90-496c-a951-5c05c8ed2861,ko,airline,OpenAI xhigh,307,0,3,00:01-00:01,1.2,1.0,1.0
607ae440-73e1-4035-8435-2d641ba44d7b,ko,airline,OpenAI xhigh,621,0,1,0.00-0.75,0.2,0.0,0.75
664ad177-9cc4-4c4c-94a6-95a1401cc91a,ko,airline,OpenAI xhigh,329,0,2,00:01-00:02,1.6,1.0,2.0
6a83972c-e11d-4836-93ea-1d7641540139,ko,airline,OpenAI xhigh,275,0,2,0:00-0:01,0.6,0.0,1.0
6a83972c-e11d-4836-93ea-1d7641540139,ko,airline,OpenAI xhigh,421,0,1,0:17-0:18,18.4,17.0,18.0
6a83972c-e11d-4836-93ea-1d7641540139,ko,airline,OpenAI xhigh,964,1,2,00:07-00:09,9.2,7.0,9.0
762d23b9-b57a-4349-b73b-3da14b411695,ko,airline,OpenAI xhigh,339,1,2,0:38-0:40,39.4,38.0,40.0
762d23b9-b57a-4349-b73b-3da14b411695,ko,airline,OpenAI xhigh,675,0,2,00:01-00:02,2.6,1.0,2.0
762d23b9-b57a-4349-b73b-3da14b411695,ko,airline,OpenAI xhigh,1037,0,1,0:04-0:05,5.8,4.0,5.0
7ecb03a4-da92-46c0-b26b-6dcdc6029b8d,ko,airline,OpenAI xhigh,554,0,2,00:07-00:08,8.2,7.0,8.0
7ecb03a4-da92-46c0-b26b-6dcdc6029b8d,ko,airline,OpenAI xhigh,2645,1,2,0:29-0:31,31.6,29.0,31.0
7f35f24a-cf48-4c4f-ac96-1a8a56f50f95,ko,airline,OpenAI xhigh,356,1,2,0:30-0:32,31.6,30.0,32.0
80f36e74-3efc-44ec-a41f-5f5fdf68889a,ko,airline,OpenAI xhigh,448,0,2,00:01-00:01,1.4,1.0,1.0
8463c18b-50bf-46fd-a6a6-600040646b39,ko,airline,OpenAI xhigh,104,0,2,0:04-0:05,6.0,4.0,5.0
8463c18b-50bf-46fd-a6a6-600040646b39,ko,airline,OpenAI xhigh,372,0,2,00:00-00:01,1.4,0.0,1.0
a323949b-d875-4655-a47e-546ff05397d0,ko,airline,OpenAI xhigh,390,0,2,00:01-00:02,2.0,1.0,2.0
aafce6c3-5afd-4c39-8d66-43e14df76d98,ko,airline,OpenAI xhigh,67,0,1,0:09-0:12,13.0,9.0,12.0
aafce6c3-5afd-4c39-8d66-43e14df76d98,ko,airline,OpenAI xhigh,315,0,1,00:01-00:01,1.6,1.0,1.0
aafce6c3-5afd-4c39-8d66-43e14df76d98,ko,airline,OpenAI xhigh,532,0,2,0:42-0:44,44.0,42.0,44.0
c01ec055-e7b6-4b36-8efa-92610e7eded4,ko,airline,OpenAI xhigh,450,0,2,0.00-0.80,0.6,0.0,0.8
c82bade7-2146-419f-bf6c-209189e7799e,ko,airline,OpenAI xhigh,122,0,2,0:19-0:20,21.0,19.0,20.0
cc212eec-0f36-47b7-8db7-398ed3f9d640,ko,airline,OpenAI xhigh,130,0,1,0:05-0:06,6.4,5.0,6.0
cc212eec-0f36-47b7-8db7-398ed3f9d640,ko,airline,OpenAI xhigh,634,0,2,0:00-0:01,0.6,0.0,1.0
cc212eec-0f36-47b7-8db7-398ed3f9d640,ko,airline,OpenAI xhigh,788,0,2,0:00-0:01,0.4,0.0,1.0
d7f2b921-1303-4c56-92df-819cb65a4d6f,ko,airline,OpenAI xhigh,187,0,1,00:01-00:02,1.6,1.0,2.0
d7f2b921-1303-4c56-92df-819cb65a4d6f,ko,airline,OpenAI xhigh,1546,0,1,0:10-0:11,11.4,10.0,11.0
df2ea48e-dd9a-4bf5-b9ee-2f2c7a5b0c22,ko,airline,OpenAI xhigh,631,0,1,00:01-00:02,1.8,1.0,2.0
06559899-fb49-44ee-ae87-838420534ab1,ko,airline,xAI,419,0,2,00:11-00:12,13.0,11.0,12.0
06559899-fb49-44ee-ae87-838420534ab1,ko,airline,xAI,570,0,2,0:01-0:02,1.0,1.0,2.0
07a00954-dc55-4557-aa97-b805359da4c7,ko,airline,xAI,180,1,1,00:34-00:35,35.6,34.0,35.0
0dd21717-0b1e-45e6-84a1-399d42b3ff2b,ko,airline,xAI,182,0,1,0:16-0:18,18.6,16.0,18.0
0dd21717-0b1e-45e6-84a1-399d42b3ff2b,ko,airline,xAI,289,0,3,00:05-00:07,8.0,5.0,7.0
0dd21717-0b1e-45e6-84a1-399d42b3ff2b,ko,airline,xAI,549,1,2,00:22-00:23,22.8,22.0,23.0
22c2b795-608b-484a-bb51-fde6047efa10,ko,airline,xAI,358,0,2,00:08-00:11,11.4,8.0,11.0
22c2b795-608b-484a-bb51-fde6047efa10,ko,airline,xAI,421,0,3,0:05-0:15,15.8,5.0,15.0
270b7722-a1fb-4de7-b034-8d3b23637399,ko,airline,xAI,739,0,1,0:35-0:37,37.2,35.0,37.0
270b7722-a1fb-4de7-b034-8d3b23637399,ko,airline,xAI,756,1,2,0:30-0:33,32.6,30.0,33.0
2ea76d35-b1dc-4e10-b607-4eda646f289a,ko,airline,xAI,607,0,2,00:05-00:06,6.8,5.0,6.0
2ea76d35-b1dc-4e10-b607-4eda646f289a,ko,airline,xAI,703,0,2,0:14-0:15,15.2,14.0,15.0
2ea76d35-b1dc-4e10-b607-4eda646f289a,ko,airline,xAI,768,0,3,0:01-0:01,1.6,1.0,1.0
2ea76d35-b1dc-4e10-b607-4eda646f289a,ko,airline,xAI,783,0,1,00:01-00:02,1.8,1.0,2.0
33552693-9532-43fe-b0e7-570175209943,ko,airline,xAI,303,1,2,00:06-00:08,8.8,6.0,8.0
33552693-9532-43fe-b0e7-570175209943,ko,airline,xAI,477,2,2,00:15 - 00:17,17.0,15.0,17.0
33552693-9532-43fe-b0e7-570175209943,ko,airline,xAI,576,0,2,0:01-0:01,1.4,1.0,1.0
33552693-9532-43fe-b0e7-570175209943,ko,airline,xAI,600,0,2,0:01-0:02,2.0,1.0,2.0
35246d9d-af7b-46c6-bc29-ffd38a99c549,ko,airline,xAI,291,1,2,0:34-0:35,34.8,34.0,35.0
4a9dbfd9-20aa-43a0-8054-8ddbc6b713d2,ko,airline,xAI,219,0,3,00:04-00:05,5.6,4.0,5.0
4a9dbfd9-20aa-43a0-8054-8ddbc6b713d2,ko,airline,xAI,325,0,1,0:17-0:18,18.2,17.0,18.0
4a9dbfd9-20aa-43a0-8054-8ddbc6b713d2,ko,airline,xAI,475,1,1,0:20-0:21,22.0,20.0,21.0
4a9dbfd9-20aa-43a0-8054-8ddbc6b713d2,ko,airline,xAI,698,2,2,0:23-0:29,30.0,23.0,29.0
4a9dbfd9-20aa-43a0-8054-8ddbc6b713d2,ko,airline,xAI,698,3,2,0:27-0:29,30.0,27.0,29.0
4a9dbfd9-20aa-43a0-8054-8ddbc6b713d2,ko,airline,xAI,761,2,2,00:33-00:37,37.6,33.0,37.0
511b4cda-0cb5-4aa3-bceb-d210f1a3cb73,ko,airline,xAI,766,0,2,0:07-0:11,11.4,7.0,11.0
511b4cda-0cb5-4aa3-bceb-d210f1a3cb73,ko,airline,xAI,866,1,1,00:12-00:13,13.6,12.0,13.0
511b4cda-0cb5-4aa3-bceb-d210f1a3cb73,ko,airline,xAI,913,1,3,0:41-0:44,44.4,41.0,44.0
511b4cda-0cb5-4aa3-bceb-d210f1a3cb73,ko,airline,xAI,913,2,2,0:44-0:45,44.4,44.0,45.0
531789aa-ba85-4665-86e7-37b59f5cca17,ko,airline,xAI,84,0,2,0:09-0:11,11.0,9.0,11.0
531789aa-ba85-4665-86e7-37b59f5cca17,ko,airline,xAI,260,0,3,00:05-00:08,8.0,5.0,8.0
531789aa-ba85-4665-86e7-37b59f5cca17,ko,airline,xAI,797,0,2,00:06-00:07,7.6,6.0,7.0
531789aa-ba85-4665-86e7-37b59f5cca17,ko,airline,xAI,974,0,1,0:13-0:14,14.4,13.0,14.0
5e3ec076-7b5f-420f-9afd-33318608e9c4,ko,airline,xAI,301,1,2,0:28-0:34,34.6,28.0,34.0
5e3ec076-7b5f-420f-9afd-33318608e9c4,ko,airline,xAI,435,1,2,00:02-00:03,3.0,2.0,3.0
5e3ec076-7b5f-420f-9afd-33318608e9c4,ko,airline,xAI,578,2,2,0:48-0:50,49.2,48.0,50.0
5e3ec076-7b5f-420f-9afd-33318608e9c4,ko,airline,xAI,1411,0,2,0:01-0:02,1.8,1.0,2.0
61758b31-ce95-4fe0-8cf9-319c7df1ff0f,ko,airline,xAI,444,0,3,0:29-0:33,33.0,29.0,33.0
6b150033-1bac-4ec8-a13d-d820bbd7cd28,ko,airline,xAI,1036,0,1,00:08-00:09,9.2,8.0,9.0
7680f4cc-dc77-4650-981c-fc2279fdf771,ko,airline,xAI,1109,0,2,00:03-00:06,6.4,3.0,6.0
7680f4cc-dc77-4650-981c-fc2279fdf771,ko,airline,xAI,1201,0,1,0:07-0:09,9.6,7.0,9.0
8ae01e22-c02a-4075-a884-7b33cf715ac9,ko,airline,xAI,195,0,1,0:28-0:29,29.8,28.0,29.0
8ae01e22-c02a-4075-a884-7b33cf715ac9,ko,airline,xAI,808,0,2,00:01-00:02,1.4,1.0,2.0
8cb8b638-ee08-4270-87e5-7003e9c33f54,ko,airline,xAI,98,0,1,0:37-0:38,38.4,37.0,38.0
8cb8b638-ee08-4270-87e5-7003e9c33f54,ko,airline,xAI,445,0,2,0:01-0:02,2.2,1.0,2.0
91b669da-c07b-48fa-bb90-449a3e918f2e,ko,airline,xAI,96,0,1,0:24-0:27,27.8,24.0,27.0
91b669da-c07b-48fa-bb90-449a3e918f2e,ko,airline,xAI,1483,0,2,0.00-0.90,0.8,0.0,0.9
a5003436-973d-4211-acbd-4364b00e83bf,ko,airline,xAI,470,0,2,00:01-00:02,3.0,1.0,2.0
a5003436-973d-4211-acbd-4364b00e83bf,ko,airline,xAI,651,0,1,00:01-00:02,2.8,1.0,2.0
a5003436-973d-4211-acbd-4364b00e83bf,ko,airline,xAI,694,1,1,0:36-0:38,38.8,36.0,38.0
a5003436-973d-4211-acbd-4364b00e83bf,ko,airline,xAI,792,0,3,00:01-00:02,2.4,1.0,2.0
a5003436-973d-4211-acbd-4364b00e83bf,ko,airline,xAI,959,0,2,00:09-00:10,10.4,9.0,10.0
a5003436-973d-4211-acbd-4364b00e83bf,ko,airline,xAI,1066,0,2,00:06-00:10,10.4,6.0,10.0
a5003436-973d-4211-acbd-4364b00e83bf,ko,airline,xAI,1180,1,2,00:07-00:08,8.6,7.0,8.0
a5003436-973d-4211-acbd-4364b00e83bf,ko,airline,xAI,1232,0,2,0:16-0:19,19.2,16.0,19.0
a5003436-973d-4211-acbd-4364b00e83bf,ko,airline,xAI,1340,0,2,0:10-0:13,13.6,10.0,13.0
a5003436-973d-4211-acbd-4364b00e83bf,ko,airline,xAI,1364,0,1,0:04-0:06,6.4,4.0,6.0
a5003436-973d-4211-acbd-4364b00e83bf,ko,airline,xAI,1555,0,2,00:05 - 00:07,7.4,5.0,7.0
a5003436-973d-4211-acbd-4364b00e83bf,ko,airline,xAI,1555,1,2,00:06 - 00:07,7.4,6.0,7.0
a5003436-973d-4211-acbd-4364b00e83bf,ko,airline,xAI,1642,0,3,00:00-00:01,1.0,0.0,1.0
a819362c-6048-4157-ba77-03493e0e1c09,ko,airline,xAI,482,0,2,0:22-0:24,23.6,22.0,24.0
a819362c-6048-4157-ba77-03493e0e1c09,ko,airline,xAI,709,0,1,0:04-0:05,5.2,4.0,5.0
a819362c-6048-4157-ba77-03493e0e1c09,ko,airline,xAI,859,0,2,0:01-0:43,43.6,1.0,43.0
a819362c-6048-4157-ba77-03493e0e1c09,ko,airline,xAI,872,1,2,00:08-00:09,8.8,8.0,9.0
ac2cd712-180d-46f4-a854-ca9cc0c3a2aa,ko,airline,xAI,325,0,2,0:21-0:22,23.0,21.0,22.0
ac2cd712-180d-46f4-a854-ca9cc0c3a2aa,ko,airline,xAI,757,1,2,0:24-0:26,26.4,24.0,26.0
ac4c5973-c0de-4795-9475-0a98b8c7b96e,ko,airline,xAI,532,0,1,00:01-00:02,2.2,1.0,2.0
b7814c35-10f7-4933-94b3-1c0503be482a,ko,airline,xAI,479,0,2,00:00-00:01,1.0,0.0,1.0
b7814c35-10f7-4933-94b3-1c0503be482a,ko,airline,xAI,579,1,2,00:08 - 00:10,10.2,8.0,10.0
b7814c35-10f7-4933-94b3-1c0503be482a,ko,airline,xAI,866,0,1,0:06-0:07,7.8,6.0,7.0
bb3d0839-90e0-4834-b9c4-4c0fda209c6b,ko,airline,xAI,269,0,1,00:03-00:04,4.8,3.0,4.0
bb3d0839-90e0-4834-b9c4-4c0fda209c6b,ko,airline,xAI,414,0,1,0:06-0:07,7.8,6.0,7.0
bf22241f-1a3c-424a-beab-5a1651045a6b,ko,airline,xAI,98,0,2,00:01-00:01,1.2,1.0,1.0
c0bfdd12-566b-434d-89e3-5256301b1492,ko,airline,xAI,508,0,2,00:05-00:07,7.4,5.0,7.0
c0bfdd12-566b-434d-89e3-5256301b1492,ko,airline,xAI,1056,0,1,00:05-00:07,7.4,5.0,7.0
c0bfdd12-566b-434d-89e3-5256301b1492,ko,airline,xAI,1061,0,1,0:36-0:37,37.6,36.0,37.0
c0bfdd12-566b-434d-89e3-5256301b1492,ko,airline,xAI,1104,0,2,00:09-00:12,12.6,9.0,12.0
c0bfdd12-566b-434d-89e3-5256301b1492,ko,airline,xAI,1298,1,2,0:24-0:25,25.6,24.0,25.0
c0bfdd12-566b-434d-89e3-5256301b1492,ko,airline,xAI,1530,0,2,0.00-0.02,1.0,0.0,0.02
c0bfdd12-566b-434d-89e3-5256301b1492,ko,airline,xAI,1539,2,2,00:13-00:16,16.4,13.0,16.0
c56bd512-b1de-48f4-8a6b-0db168db480a,ko,airline,xAI,686,1,2,0:15-0:16,16.6,15.0,16.0
c7de841b-959d-4224-ae03-808b2493d25a,ko,airline,xAI,281,0,2,00:13-00:14,14.8,13.0,14.0
c7de841b-959d-4224-ae03-808b2493d25a,ko,airline,xAI,363,0,2,00:12-00:14,15.0,12.0,14.0
c9d8c19d-b63d-4f93-b4f9-30be650bb509,ko,airline,xAI,565,0,2,0:37-0:38,38.2,37.0,38.0
c9d8c19d-b63d-4f93-b4f9-30be650bb509,ko,airline,xAI,1391,1,2,0:28-0:29,29.8,28.0,29.0
c9d8c19d-b63d-4f93-b4f9-30be650bb509,ko,airline,xAI,1928,0,1,0:10-0:11,11.8,10.0,11.0
cb892fa9-91b3-4217-ac15-2a212683697b,ko,airline,xAI,155,1,2,00:31 - 00:32,32.2,31.0,32.0
cb892fa9-91b3-4217-ac15-2a212683697b,ko,airline,xAI,299,0,1,00:21-00:23,24.0,21.0,23.0
cb892fa9-91b3-4217-ac15-2a212683697b,ko,airline,xAI,549,0,1,0.00-0.90,1.0,0.0,0.9
d44f6395-f332-433a-ba74-3887c6148339,ko,airline,xAI,149,0,1,00:06-00:08,8.2,6.0,8.0
d44f6395-f332-433a-ba74-3887c6148339,ko,airline,xAI,1334,0,2,0.0-0.8,0.4,0.0,0.8
d44f6395-f332-433a-ba74-3887c6148339,ko,airline,xAI,1621,0,1,00:12-00:13,13.8,12.0,13.0
d44f6395-f332-433a-ba74-3887c6148339,ko,airline,xAI,1933,2,1,00:09-00:10,10.8,9.0,10.0
d44f6395-f332-433a-ba74-3887c6148339,ko,airline,xAI,2420,0,1,00:01-00:02,2.6,1.0,2.0
d4cb035a-71d7-4f4b-bd38-2224d7699170,ko,airline,xAI,239,0,2,00:10-00:11,11.4,10.0,11.0
d4cb035a-71d7-4f4b-bd38-2224d7699170,ko,airline,xAI,767,0,2,00:03-00:04,3.6,3.0,4.0
d4cb035a-71d7-4f4b-bd38-2224d7699170,ko,airline,xAI,933,0,1,0:03-0:04,4.6,3.0,4.0
d603270e-51e4-4ad4-871f-b50e751fa86e,ko,airline,xAI,319,1,2,00:08 - 00:09,9.8,8.0,9.0
d603270e-51e4-4ad4-871f-b50e751fa86e,ko,airline,xAI,737,0,1,00:02-00:03,3.0,2.0,3.0
d63c9d44-0096-4602-82c3-9ec891d2d71b,ko,airline,xAI,1248,0,2,0:03-0:05,5.0,3.0,5.0
dfd5f9b7-d91f-4834-8d85-e3ae97d3bccb,ko,airline,xAI,513,0,1,0:13-0:14,15.0,13.0,14.0
dfe9dcbf-a141-44f5-af47-4df6262b3372,ko,airline,xAI,796,0,2,00:00 - 00:02,3.0,0.0,2.0
dfe9dcbf-a141-44f5-af47-4df6262b3372,ko,airline,xAI,1174,0,3,00:00-00:02,1.6,0.0,2.0
dfe9dcbf-a141-44f5-af47-4df6262b3372,ko,airline,xAI,1486,0,2,00:12-00:13,13.4,12.0,13.0
dfe9dcbf-a141-44f5-af47-4df6262b3372,ko,airline,xAI,1856,1,2,00:12-00:14,14.0,12.0,14.0
dfe9dcbf-a141-44f5-af47-4df6262b3372,ko,airline,xAI,1894,0,3,00:01-00:02,2.8,1.0,2.0
e29a826f-a616-4cb8-ab28-c5933fc23fa8,ko,airline,xAI,364,1,2,0:24-0:25,25.8,24.0,25.0
